rid|hollis|title|outline|vols
W6799|014261025|གསུང་འབུམ། ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན|O01CT0041|8
W12827|014254676|སྙིང་ཐིག་ཡ་བཞི|O01CT0042|13
W18978|014254828|བླ་མ་དགོངས་འདུས|O01CT1305|13
W11577|014254649|གསུང་འབུམ། ཀུན་དགའ་བཟང་པོ|O01DG005|4
W29486|014260007|གསུང་འབུམ། ངག་དབང་བློ་བཟང་བསམ་གཏན|O29486|4
W8870|014261112|གསུང་འབུམ། བློ་གྲོས་རྒྱལ་མཚན།|O01DG02|2
W2122|014258295|གསུང་འབུམ། དཀོན་མཆོག་འཇིགས་མེད་དབང་པོ ༼བླ་བྲང་པར་མ།|O01DG03|12
W1022|014254604|གསུང་འབུམ། ཡེ་ཤེས་རྒྱལ་མཚན།|O01DG04|25
W13528|014254683|གསུང་འབུམ། བློ་བཟང་དམ་ཆོས་རྒྱ་མཚོ|O01DG102264|6
W14592|014254719|གསུང་འབུམ། བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ|O01DG102682|8
W23922|014259232|དཔལ་ལྡན་ཤངས་པའི་ཆོས་སྐོར་རྣམ་ལྔའི་རྒྱ་གཞུང་།|O01DG104909|11
W23198|014258837|གཞུང་ཆེན་བཅུ་གསུམ|O01DG10852|7
W23423|014258900|གསུང་འབུམ། ཤེས་རབ་འོད་ཟེར།|O01JR1|1
W22703|014258778|བཀའ་འགྱུར ༼སྣར་ཐང༽|O01JW005|102
W19762|014254890|གསུང་འབུམ། བློ་གྲོས་གྲགས་པ|O01MS615|10
W24769|014259354|གསུང་འབུམ། དགེ་འདུན་གྲུབ་པ|O01PD1|6
W21019|014258283|གསུང་འབུམ། སྣ་ཚོགས་རང་གྲོལ|O01PD2|8
W28942|014259837|གསུང་འབུམ། ཤེས་བྱ་ཀུན་རིག|O01PD3|10
W3834|014260853|གསུང་འབུམ། བདེ་ཆེན་སྙིང་པོ|O01PD4|11
W29701|014260097|གསུང་འབུམ། ཚེ་རྣམ|O01SVV1|11
W21872|014258480|བཀའ་འགྱུར ༼བོན་པོ༽|O0KG2|179
W11249|014254644|གསུང་འབུམ། བསོད་ནམས་སེངྒེ|O0UU4|13
W20865|014258263|གསུང་འབུམ། ནམ་མཁའ་འཇིགས་མེད|O1AT1|4
W13779|014254689|རིག་འཛིན་སྲོག་སྒྲུབ།|O1AT2|5
W23695|014259040|ཉག་བླ་པདྨ་བདུད་འདུལ་གྱི་གཏེར་ཆོས་སྐོར|O1AT308|5
W13780|014254690|རྡོ་རྗེ་སྙིང་པོ་སྤྲིན་གྱི་ཐོལ་གླུ|O1AT634|2
W23911|014259221|ཞི་བྱེད་སྔ་བར་ཕྱི་གསུམ་གྱི་སྐོར|O1CN33704|5
W30152|014260661|གསུང་འབུམ། བྱམས་པ་བསྟན་འཛིན་འཕྲིན་ལས|O1CN33785|1
W1CZ1242|014255160|བྱ་བའི་རྒྱུད་སྤྱིའི་རྣམ་པར་བཞག་པ|O1CN36739|1
W28867|014259814|སྐར་རྩིས་ཀུན་འདུས་ནོར་བུ|O1CN37587|2
W23872|014259192|གསུང་འབུམ། བློ་བཟང་ཚུལ་ཁྲིམས|O1CN38031|2
W1KG1656|014256364|གསུང་འབུམ། བློ་བཟང་རྒྱལ་མཚན་སེངྒེ|O1CN38034|8
W20115|014258055|བསྟན་རྩིས་ཀ་ཕྲེང་ལག་དེབ|O1CN45367|1
W929|014261129|ཚད་མ་རྣམ་འགྲེལ་གྱི་དཀའ་འགྲེལ་དགོངས་པ་རབ་གསལ|O1CN45411|1
W2CZ7729|014260202|བློ་རིགས་ཀྱི་རྣམ་གཞག་ཉེར་མཁོ་ཀུན་བཏུས|O1CN45630|1
W1KG5341|014257117|ཤེར་སྙིང་གི་འགྲེལ་པ་སྔོན་མེད་ལེགས་བཤད།|O1CN45780|1
W1KG397|014256781|པོ་ཏ་ལའི་ལམ་ཡིག|O1CN45790|1
W23566|014258969|གསུང་འབུམ། སྒམ་པོ་པ།|O4JW95|3
W23918|014259228|གསུང་འབུམ། ཐང་སྟོང་རྒྱལ་པོ|O1CN46047|3
W23919|014259229|གསུང་འབུམ། ཐང་སྟོང་རྒྱལ་པོ|O1CN46228|4
W21519|014258322|བཻ་རོའི་རྒྱུད་འབུམ|O1CT1001|8
W21518|014258321|རྙིང་མ་རྒྱུད་འབུམ ༼གཏིང་སྐྱེས༽|O1CT1002|36
W21521|014258324|རྙིང་མ་རྒྱུད་འབུམ ༼མཚམས་བྲག་དགོན་པའི་བྲིས་མ༽|O1CT1003|46
W00CHZ0103340|014253173|གསུང་ཐོར་བུ། བསོད་ནམས་ལྷུན་གྲུབ|O1CZ2348|4
W2DB4577|014260504|གསུང་འབུམ། ཤེས་རབ་རིན་ཆེན|O1CZ2873|7
W1CZ690|014255404|དཔྱད་རྩོམ་ཕྱོགས་བསྒྲིགས|O1CZ692|1
W19988|014254938|ཀམ་ཚང་གསེར་ཕྲེང་གི་རྣམ་ཐར་ཁ་སྐོང|O1GC1|1
W23439|014258915|གསུང་འབུམ། སྒམ་པོ་པ|O1GC289|4
W00KG09748|014254560|དྭགས་པོ་བཀའ་བརྒྱུད་ཀྱི་རིང་ལུགས་དྲི་མ་མེད་པའི་ཚུལ་ཅུང་ཟད་གླེང་བ།|O1GC505|1
W00EGS1016705|014253857|སྲས་མཁར་དགུ་ཐོག་སོགས་བོད་ཀྱི་གནས་ཡིག་ཁག་ཅིག|O1GC515|1
W1KG4528|014256971|རྒྱ་གར་ནང་པའི་གནས་ཆེན་ཁག་གི་གནས་ཡིག|O1GC525|1
W20423|014258141|བཀའ་བརྒྱུད་པའི་ཞལ་འདོན་ཕྱོགས་བསྒྲིགས།|O1GC905|1
W2DB4625|014260543|གླིང་སྨན་པའི་རྒྱུད་བཞིའི་དཀའ་འགྲེལ|O1GS102031|1
W27490|014259652|བླ་མ་ནོར་བུ་རྒྱ་མཚོའི་ཆོས་སྐོར།|O1GS102437|2
W1PD107142|014257708|གསུང་འབུམ། ཨོ་རྒྱན་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ|O1PD107142|8
W2DB13641|014260433|ནད་སྣ་ཚོགས་ཞི་བའི་སྔགས་བདུད་རྩིའི་ཆར་པ|O1GS103215|1
W2DB13643|014260435|མཁྱེན་རབ་ནོར་བུའི་སྨན་ཡིག་གཅེས་བཏུས|O1GS103315|1
W29093|014259900|སྙན་བརྒྱུད་བེ་བུམ་ནག་པོ་དང་མན་ངག་རིན་ཆེན་གཏེར་མཛོད|O1GS103977|1
W27497|014259659|སྨན་པ་རྣམས་ཀྱིས་མི་ཤེས་སུ་མི་རུང་བའི་ཤེས་བྱ་སྤྱིའི་ཁོག་དབུབས|O1GS104194|1
W23188|014258827|སྟག་ལུང་བཀའ་བརྒྱུད་ཀྱི་ཀྱཻ་རྡོར་སྒྲུབ་སྐོར|O1GS104299|1
W2DB13635|014260427|གཙང་སྟོད་ཟིན་ཐིག་དང་ཡང་ཐིག|O1GS104325|1
W2DB13642|014260434|ལབ་སྐྱབས་མགོན་གྱི་སྨན་ཡིག|O1GS104499|1
W2DB13637|014260429|དེའུ་དམར་གསོ་རིག་གཅེས་བཏུས|O1GS104553|2
W2DB13640|014260432|སུམ་པའི་སྨན་ཡིག་ཕྱོགས་བསྒྲིགས།|O1GS104699|1
W28845|014259799|བོད་ཀྱི་རྩིས་རིག་ཀུན་འདུས་ཆེན་མོ|O1GS104970|5
W2DB16429|014260446|གསུང་ཐོར་བུ། བློ་གྲོས་རིན་ཆེན་སེངྒེ|O2DB16429|1
W00EGS1017396|014254012|རེབ་གོང་སེངྒེ་གཤོང་གི་ལོ་རྒྱུས་གངས་རིའི་ཆུ་རྒྱུན|O1GS105620|1
W7956|014261059|བཀའ་ཐང་ཟངས་གླིང་མ|O1GS105741|1
W20434|014258151|གཉན་ཐོག་བྱམས་པ་གླིང་གི་ལོ་རྒྱུས|O1GS105796|1
W20448|014258158|རྒྱ་བོད་ཧོར་སོག་གི་མཆོག་དམན་བར་པ་རྣམས་ལ་འཕྲིན་ཡིག་སྙན་ངག་ཏུ་བཀོད་པ་རབ་སྙན་རྒྱུད་མང|O1GS105818|1
W27940|014259753|པདྨ་བཀའ་ཐང་ཤེལ་བྲག་མ|O1GS105921|1
W30134|014260643|རྒྱུད་བཞི། ༼ལྕགས་པོ་རི་པར་མ་བསྐྱར་པར་མ༽|O1GS10600|1
W00EGS1016774|014253886|གཞིས་རྩེའི་ལོ་རྒྱུས་རིག་གནས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔་འདོན་ཐེངས ༡|O1GS106036|1
W23430|014258906|གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན|O1GS106148|5
W1KG10019|014255564|གསུང་འབུམ། འཇིག་རྟེན་མགོན་པོ། ༼དབུ་མེད།༽|O1KG10019|1
W2DB25433|014260467|ངག་རྒྱུན།|O1GS106391|1
W1KG10772|014255672|གསུང་འབུམ། ཡེ་ཤེ་རྒྱ་མཚོ། ༼སེར་སྨད་གྲྭ་ཚང་པར་མ།༽|O1KG10772|1
W2DB25437|014260471|ཁེད|O1GS106520|1
W2DB25438|014260472|བསང་མཆོད|O1GS106532|1
W1KG11666|014255703|གསུང་འབུམ། བསྟན་འཛིན་འཕྲིན་ལས་འཇིགས་མེད་ཆོས་ཀྱི་དབང་ཕྱུག ༼དབུ་ཅན་བྲིས་མ།༽|O1KG11666|2
W2DB25442|014260476|ལབ་ཙེ|O1GS106880|1
W2DB25440|014260474|མ་ཎི་ཁང|O1GS106968|1
W2872|014259767|གསུང་འབུམ། བསྟན་པའི་དབང་ཕྱུག|O1GS107024|3
W3572|014260850|གསུང་འབུམ། ཐུབ་བསྟན་ཆོས་ཀྱི་ཉི་མ|O1GS107081|6
W23477|014258942|གསུང་འབུམ། སངས་རྒྱས་ཡེ་ཤེས|O1GS107344|2
W6205|014260999|གསུང་འབུམ། བསྟན་པའི་ཉི་མ|O1GS107415|9
W2DB25441|014260475|མཆོད་རྟེན|O1GS107987|1
W2DB25449|014260477|སྤྱི་ཉིན་ལུང་འཁྱམ་རུའི་དཔོན་སྐོར་གྱི་ལོ་རྒྱུས་ཁྲི་གཤོག་རྒྱལ་མོའི་གཟི་བྱིན|O1GS108185|1
W2DB25451|014260479|བདུད་ཤུལ་འཁྱོམས་བཟའི་ལོ་རྒྱུས|O1GS108378|1
W2DB25452|014260480|གནའ་རབས་བོད་ཀྱི་སྲིད་དོན་ལོ་རྒྱུས་ལ་དཔྱད་པ་དྭངས་གསལ་མེ་ལོང|O1GS108425|1
W22116|014258634|གསུང་འབུམ། ངག་དབང་བསྟན་འཛིན་འཕྲིན་ལས|O1GS108512|1
W22119|014258637|གསུང་འབུམ། དོན་ཡོད་མཁས་གྲུབ|O1GS108619|1
W1KG14|014256095|རིན་ཆེན་གཏེར་མཛོད་ཆེན་མོ།|O1GS108653|70
W1PD6|014257848|ཤེལ་གོང་ཤེལ་ཕྲེང|O1GS1145|1
W01CT0060|014254592|བླ་མ་དགོངས་པ་འདུས་པ|O1GS118327|14
W2CZ7858|014260214|གསུང་འབུམ། ཡོན་ཏན་མཐའ་ཡས|O2CZ7858|2
W22713|014258783|ལྡན་མ་བློ་ཆོས་དང་སྟོང་དཔོན་གྱི་གསུང་སྐོར།|O1GS129614|1
W27491|014259653|རྙིང་མའི་རྒྱུད་བཅུ་བདུན།（འབྲུག་བུམ་ཐང་ཐར་པ་གླིང་གི་པར་མ།）|O1GS129633|2
W29344|014259993|གནམ་ཆོས་བདེ་ཆེན་ཞིང་སྒྲུབ་དང་ཀར་གླིང་ཞི་ཁྲོའི་ཚོར་ཆུང་སྐོར་དང་ཆོས་རྒྱལ་རྡོ་རྗེའི་ནོར་ལྷ་ཛམ་དཀར་བཅས|O1GS129654|1
W23710|014259056|བར་དོ་ཐོས་གྲོལ།|O1GS129736|1
W23454|014258927|ཞི་ཁྲོ་དགོངས་པ་རང་གྲོལ་གྱི་ཆོས་སྐོར|O1GS129787|3
W22084|014258613|བཀའ་འགྱུར ༼སྡེ་དགེ་པར་ཕུད༽|O1GS12980|103
W18311|014254815|ཞི་ཁྲོ་དགོངས་པ་རང་གྲོལ|O1GS129876|1
W23725|014259068|ཞི་ཁྲོ་དགོངས་པ་རང་གྲོལ|O1GS129912|2
W24011|014259286|བོད་ཀྱི་རྒྱལ་རབས་ཕྱོགས་བསྡེབས།|O8LS465|1
W23469|014258940|འབུམ་ཉི་མ་དགུ་ཤར།|O23469|10
W4CZ1101|014260897|རྩ་གསུམ་ཡི་དམ་དགོངས་འདུས།|O4CZ1101|13
W1PD96348|014257981|རྡོ་རིང་པཎྜི་ཏའི་རྣམ་ཐར།|O1PD96359|2
W2DB4570|014260498|གསུང་འབུམ（དཔེ་བསྡུར་མ）། ཀུན་དགའ་རྒྱལ་མཚན།|O3LS5428|4
W1KG10137|014255586|ཐུགས་རྗེ་ཆེན་པོ་ཡེ་ཤེས་འོད་མཆོག|O1KG10137|2
W21506|014258314|གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་ཉི་མ། （ཞོལ་པར་མ།）|O4CZ40799|10
W1KG5988|014257245|གཟུངས་བསྡུས།|O1KG5988|1
W30068|014260595|རིགས་གཏེར་རྩ་འགྲེལ་དཔེ་བསྡུར་མ་།|O1PD93831|1
W27922|014259739|ཚད་མ་རིགས་གཏེར་གྱི་རྣམ་བཤད་སྡེ་བདུན་ངག་གི་རོལ་མཚོ|O1PD93881|1
W10232|014254605|ཚད་མ་རིགས་གཏེར་གྱི་འགྲེལ་པ།|O1PD93948|1
W28809|014259780|གསུང་འབུམ། ངག་དབང་ཉི་མ|O1LS881|3
W1PD96185|014257978|རིན་ཆེན་གཏེར་མཛོད་ཆེན་མོ|O1PD96185|63
W23749|014259091|གསུང་འབུམ། བློ་བཟང་རྒྱ་མཚོ|O1LS887|20
W1PD44712|014257799|སྟག་ལུང་ཐང་པ་བཀྲ་ཤིས་དཔལ་གྱི་རྣམ་ཐར|O1PD44715|1
W17789|014254796|འཛམ་གླིང་རྒྱས་བཤད་དང་འཛམ་གླིང་སྤྱི་བཤད།|O1PD45137|1
W1PD45088|014257800|བྱང་གཏེར་ལུགས་ཀྱི་རབ་གནས་སྐོར|O1PD45141|1
W2DB4591|014260512|གསུང་འབུམ། དཀོན་མཆོག་བསྟན་པའི་སྒྲོན་མེ|O4CZ27190|11
W2DB4567|014260495|གསུང་འབུམ། ཀུན་དགའ་སྙིང་པོ། དཔེ་བསྡུར་མ༽།|O8LS5994|3
W21783|014258441|བོད་ཀྱི་ཆོས་སྲིད་ཟུང་འབྲེལ་སྐོར་བཤད་པ|O5LS225|1
W1KG4475|014256956|བཅོམ་ལྡན་འདས་ཐུབ་པའི་དབང་པོའི་རྣམ་པར་ཐར་པ་ལ་བསྟོད་པ་བདུད་དཔུང་ཕྱེ་མར་འཐག་པ།|O3JT1572|1
